name,host_name,host_location,neighbourhood_cleansed,property_type,room_type,accommodates,rooms_text,beds,price
Rental unit in Ciutadella de Menorca,Holidu,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,6,1,4,75
Villa in Sant Lluis,Menorca Luxury Broker,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,4,200
Villa in Mao,Mark,No info,Mahon,Entire villa,Entire home/apt,6,2,4,380
Bungalow in Sant Lluis,Marga,No info,Sant Lluis,Entire bungalow,Entire home/apt,8,3,5,385
Villa in Cap d'Artrutx,Villa Plus,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,4,2,3,364
Home in Cap d'Artrutx,Miguel,No info,Ciutadella de Menorca,Entire home,Entire home/apt,6,2,5,230
Home in Sa Caleta,Margarita,No info,Ciutadella de Menorca,Entire home,Entire home/apt,8,2,6,200
Home in Cala en Porter,Charlie,No info,Alaior,Entire home,Entire home/apt,6,2,4,200
Place to stay in Illes Balears,Margarita,No info,Ciutadella de Menorca,Entire place,Entire home/apt,10,3,5,200
Condo in Son Parc,Carlos,No info,Es Mercadal,Entire condo,Entire home/apt,4,1,3,160
Villa in Binibequer,Richard,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,5,339
Condo in Son Carrio,Elena,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,5,1,4,145
Home in Binibeca,Odile,No info,Sant Lluis,Entire home,Entire home/apt,8,3,5,450
Home in Torre del Ram,Anna,No info,Ciutadella de Menorca,Entire home,Entire home/apt,7,1,7,80
Home in Santa Ana,Tdjl,No info,Es Castell,Entire home,Entire home/apt,16,7,10,2114
Villa in Cap d'Artrutx,Miguel,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,6,345
Rental unit in Arenal d'en Castell,Adrian,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,81
Condo in Ciutadella de Menorca,Jose Luis,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,5,1,4,69
Rental unit in Illes Balears,Alba,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,3,1,2,135
Villa in Torre del Ram,Villa Plus,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,5,2,4,376
Condo in Ciutadella de Menorca,Joaquin,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,5,1,4,35
Condo in Port d'Addaia,Anna Y Christian,No info,Es Mercadal,Entire condo,Entire home/apt,3,1,1,120
Serviced apartment in Arenal d'en Castell,Sa Mirada,No info,Es Mercadal,Entire serviced apartment,Entire home/apt,4,1,3,70
Condo in Los Delfines,Cocoislander Sl,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,4,70
Villa in Torre Soli Nou,Menorcarentals Villa S.L.,No info,Alaior,Entire villa,Entire home/apt,6,2,5,266
Rental unit in Son Carrio,Elena,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,5,1,4,150
Villa in Cap d'Artrutx,Villa Plus,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,5,323
Townhouse in Torre del Ram,Cristina,No info,Ciutadella de Menorca,Entire townhouse,Entire home/apt,6,2,5,300
Villa in Cap d'Artrutx,MauterVillas,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,5,183
Villa in Cap d'Artrutx,Villa Plus,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,5,323
Villa in Cap d'Artrutx,Villa Plus,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,5,333
Villa in Es Mercadal,David,No info,Es Mercadal,Entire villa,Entire home/apt,5,2,5,184
Condo in Torre del Ram,Rosa,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,4,51
Rental unit in Ciutadella de Menorca,Puri,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,60
Villa in Binibequer,Menorca Habitat,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,4,189
Villa in Torre Soli Nou,Menorcarentals Villa S.L.,No info,Alaior,Entire villa,Entire home/apt,4,1,3,140
Rental unit in Cala en Porter,Damia,No info,Alaior,Entire rental unit,Entire home/apt,4,1,2,50
Condo in Cala en Porter,Raquel,No info,Alaior,Entire condo,Entire home/apt,6,1,5,75
Home in Binisafua,Javier,No info,Sant Lluis,Entire home,Entire home/apt,8,4,5,471
Condo in Son Parc,Veronica,No info,Es Mercadal,Entire condo,Entire home/apt,5,2,4,110
Home in Cala en Porter,Jasmine,No info,Alaior,Entire home,Entire home/apt,6,1,5,109
Rental unit in Ses Salines,Nicolas,No info,Es Mercadal,Entire rental unit,Entire home/apt,6,1,3,75
Rental unit in Ciutadella de Menorca,Holidu,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,6,1,4,73
Rental unit in Cala en Porter,Arne,No info,Alaior,Entire rental unit,Entire home/apt,4,1,2,90
Rental unit in Es Mercadal,Oasis,No info,Es Mercadal,Entire rental unit,Entire home/apt,6,2,6,86
Cottage in Llucmacanes,Nuria,No info,Mahon,Entire cottage,Entire home/apt,8,4,6,190
Rental unit in Cala en Bosc,Matias Javier,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,2,600
Villa in Binibequer,Villa Plus,No info,Sant Lluis,Entire villa,Entire home/apt,12,4,9,1509
Villa in Cap d'Artrutx,Solmar,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,5,486
Villa in Illes Balears,Solmar,No info,Es Mercadal,Entire villa,Entire home/apt,8,4,5,722
Villa in Cala en Bosch,Solmar,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,8,3,6,582
Rental unit in Arenal d'en Castell,Xevi,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,180
Villa in Cap d'Artrutx,Solmar,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,5,433
Rental unit in Son Parc,Jaime,No info,Es Mercadal,Entire rental unit,Entire home/apt,6,2,6,200
Rental unit in Ciutadella de Menorca,Claudia,No info,Ciutadella de Menorca,S room in rental unit,S room,2,1,1,100
Condo in Binisafua,Zurbano 111,No info,Sant Lluis,Entire condo,Entire home/apt,3,1,1,65
Rental unit in Blanes,IHome-Rent Menorca,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,4,80
Villa in Sant Lluis,Estefania,No info,Sant Lluis,Entire villa,Entire home/apt,5,2,6,294
Farm stay in Illes Balears,Alina,No info,Ferreries,Farm stay,Entire home/apt,6,3,3,1200
Castle in Mao,Mongofre,No info,Es Mercadal,Private room in castle,Private room,3,1,2,200
Rental unit in Blanes,IHome-Rent Menorca,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,80
Home in Son Blanc,Chic Holidays,No info,Ciutadella de Menorca,Entire home,Entire home/apt,11,4,7,520
Rental unit in Binibequer,Oasis,No info,Sant Lluis,Entire rental unit,Entire home/apt,6,1,4,82
Home in Santo Tomas,Holidu,No info,Es Migjorn Gran,Entire home,Entire home/apt,8,3,8,294
Rental unit in Es Mercadal,Holidu,No info,Es Mercadal,Entire rental unit,Entire home/apt,7,2,4,235
Home in Cala en Porter,Pierre,No info,Alaior,Entire home,Entire home/apt,6,2,5,160
Villa in Illes Balears,Solmar,No info,Ferreries,Entire villa,Entire home/apt,10,5,8,1320
Villa in Sant Lluis,Homerti,No info,Sant Lluis,Entire villa,Entire home/apt,5,2,7,668
Rental unit in Ciutadella de Menorca,Home Care Menorca,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,2,1,1,45
Villa in Cala en Porter,Lynne,No info,Alaior,Entire villa,Entire home/apt,6,3,5,859
Vacation home in Torre del Ram,Apartamentos Biniforcat C.B,No info,Ciutadella de Menorca,Entire vacation home,Entire home/apt,4,1,4,85
Vacation home in San Jaime Mediterraneo,Carlos,No info,Alaior,Entire vacation home,Entire home/apt,4,1,4,266
Condo in Arenal d'en Castell,3Villas,No info,Es Mercadal,Entire condo,Entire home/apt,2,1,2,480
Villa in Cap d'Artrutx,Richard,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,5,345
Condo in San Jaime Mediterraneo,Davide,No info,Alaior,Entire condo,Entire home/apt,4,1,4,500
Rental unit in Blanes,IHome-Rent Menorca,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,80
Farm stay in Alaior,Rafel,No info,Alaior,Private room in farm stay,Private room,2,1,2,140
Home in Mao,Javier,No info,Mahon,Private room in home,Private room,2,1,1,39
Casa particular in Mao,Jerome,No info,Mahon,Private room in Casa particular,Private room,1,1,1,60
Rental unit in San Jaime Mediterraneo,Francisca,No info,Alaior,Entire rental unit,Entire home/apt,4,1,4,50
Home in Es Mercadal,Fernando - Interhome Group,No info,Alaior,Entire home,Entire home/apt,4,1,3,135
Cottage in Es Mercadal,Dora & Borja,No info,Es Mercadal,Entire cottage,Entire home/apt,5,2,3,220
Home in Ferreries,Sonne Villas,No info,Ferreries,Entire home,Entire home/apt,8,2,6,102
Villa in Cala en Porter,Gurbia,No info,Alaior,Entire villa,Entire home/apt,4,2,3,89
Villa in Es Mercadal,Homerti,No info,Es Mercadal,Entire villa,Entire home/apt,3,1,2,245
Rental unit in Es Grau,Victor,No info,Mahon,Entire rental unit,Entire home/apt,4,1,3,120
Home in Cala en Porter,Johannes,No info,Alaior,Entire home,Entire home/apt,5,2,4,99
Home in Alaior,Joan,No info,Alaior,Entire home,Entire home/apt,5,1,3,112
Rental unit in Cala en Porter,Roger,No info,Alaior,Entire rental unit,Entire home/apt,2,1,2,100
Townhouse in Carretera Binidali,Yolanda,No info,Mahon,Private room in bed and breakfast,Private room,2,1,1,128
Chalet in Mao,Marta,No info,Mahon,Entire chalet,Entire home/apt,6,2,3,195
Rental unit in Sant Lluis,Rachel,No info,Sant Lluis,Private room in rental unit,Private room,2,1,1,118
Townhouse in Ciutadella de Menorca,Juan,No info,Ciutadella de Menorca,Entire townhouse,Entire home/apt,6,1,6,150
Chalet in Es Migjorn Gran,Virginia,No info,Es Migjorn Gran,Entire chalet,Entire home/apt,8,0,7,118
Townhouse in Menorca,Pat,No info,Mahon,Entire townhouse,Entire home/apt,6,3,6,271
Vacation home in Cala Morell,Joana,No info,Ciutadella de Menorca,Entire vacation home,Entire home/apt,4,2,4,114
Home in Ferreries,3Villas,No info,Ferreries,Entire home,Entire home/apt,8,3,7,1200
Villa in Punta Prima,Richard,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,5,199
Villa in Es Mercadal,3Villas,No info,Es Mercadal,Entire villa,Entire home/apt,14,4,8,3257
Rental unit in Platges de Fornells,Maximilien,No info,Es Mercadal,Entire rental unit,Entire home/apt,6,3,4,190
Home in Es Mercadal,Clarice,No info,Es Mercadal,Entire home,Entire home/apt,8,2,6,1235
Villa in Cap d'en Font,Marta,No info,Mahon,Entire villa,Entire home/apt,8,3,6,230
Villa in Es Canutells,Menorca Habitat,No info,Mahon,Entire villa,Entire home/apt,8,4,6,445
Rental unit in Arenal d'en Castell,Holidu,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,2,77
Villa in Sant Tomas,Marga,No info,Es Migjorn Gran,Entire villa,Entire home/apt,8,3,8,350
Rental unit in Son Parc,Rosa Maria,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,235
Boutique Hotel in Ciutadella de Menorca,Pedro,No info,Ciutadella de Menorca,Room in boutique Hotel,Private room,2,1,1,319
Casa particular in Ciudadela de Menorca,Charo,No info,Ciutadella de Menorca,Casa particular,Entire home/apt,8,5,5,0
Home in Cala Morell,Ludovic & Clo,No info,Ciutadella de Menorca,Entire home,Entire home/apt,6,2,3,550
Villa in Sant Jaume,Julio,No info,Alaior,Entire villa,Entire home/apt,10,4,7,300
Home in Son Bou,Holidu,No info,Alaior,Entire home,Entire home/apt,6,2,6,165
Villa in Cala Galdana,Sonne Villas,No info,Ferreries,Entire villa,Entire home/apt,6,2,5,133
Villa in Sant Lluis,Menorca Luxury Broker,No info,Sant Lluis,Entire villa,Entire home/apt,10,2,8,200
Rental unit in Ciutadella de Menorca,Holidu,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,4,95
Rental unit in Cala en Porter,Nuria Y Fernando,No info,Alaior,Entire rental unit,Entire home/apt,5,1,5,154
Villa in Torre del Ram,L. Isabel,No info,Ciutadella de Menorca,Private room in villa,Private room,2,1,1,136
Serviced apartment in Serpentona,Menorca Maravilla,No info,Ciutadella de Menorca,Entire serviced apartment,Entire home/apt,4,1,3,704
Rental unit in Binibequer,Oasis,No info,Sant Lluis,Entire rental unit,Entire home/apt,6,1,3,72
Townhouse in Es Mercadal,Pedro Joaquin,No info,Es Mercadal,Entire townhouse,Entire home/apt,5,2,4,122
Villa in Cala en Porter,Villa Plus,No info,Alaior,Entire villa,Entire home/apt,6,3,4,420
Serviced apartment in Serpentona,Menorca Maravilla,No info,Ciutadella de Menorca,Entire serviced apartment,Entire home/apt,2,1,2,700
Villa in Cap d'Artrutx,World2Meet,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,8,3,7,124
Villa in Cala en Porter,Gurbia,No info,Alaior,Entire villa,Entire home/apt,6,2,5,136
Condo in Binisafua,Zurbano 111,No info,Sant Lluis,Entire condo,Entire home/apt,4,1,7,79
Condo in Los Delfines,Joaquin,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,3,1,2,38
Condo in Los Delfines,Joaquin,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,3,1,2,39
Chalet in Biniali,Anja,No info,Sant Lluis,Entire chalet,Entire home/apt,6,3,6,1000
Villa in Cap d'en Font,Marta,No info,Sant Lluis,Entire villa,Entire home/apt,10,4,6,294
Villa in Cala en Porter,Villa Plus,No info,Alaior,Entire villa,Entire home/apt,6,2,5,398
Villa in Serpentona,Solmar,No info,Ferreries,Entire villa,Entire home/apt,12,4,8,487
Villa in Illes Balears,Pedro Joaquin,No info,Es Mercadal,Entire villa,Entire home/apt,6,3,4,238
Villa in Binibequer,Villa Plus,No info,Sant Lluis,Entire villa,Entire home/apt,6,3,5,711
Townhouse in Es Mercadal,Pedro Joaquin,No info,Es Mercadal,Entire townhouse,Entire home/apt,5,2,4,130
Rental unit in Arenal d'en Castell,Ingrid,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,97
Rental unit in Ciutadella de Menorca,Holidu,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,3,1,3,150
Condo in Torre del Ram,Miguel Angel,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,2,70
Serviced apartment in Cala en Bosc,Luis,No info,Ciutadella de Menorca,Entire serviced apartment,Entire home/apt,4,1,3,79
Camper/RV in Mao,Naro,No info,Mahon,Camper/RV,Entire home/apt,2,1,1,106
Chalet in Sant Lluis,Francisco Jose,No info,Sant Lluis,Entire chalet,Entire home/apt,5,2,7,200
Home in Cap d'Artrutx,Maria Jose,No info,Ciutadella de Menorca,Entire home,Entire home/apt,4,1,3,114
Villa in Ciudadela de Menorca,Jaime,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,12,5,9,360
Townhouse in Ciutadella de Menorca,Crisana,No info,Ciutadella de Menorca,Entire townhouse,Entire home/apt,4,2,3,164
Villa in Sant Lluis,Holidu,No info,Sant Lluis,Entire villa,Entire home/apt,8,2,7,209
Townhouse in Cap d'Artrutx,Monica Y Michael,No info,Ciutadella de Menorca,Entire townhouse,Entire home/apt,4,1,3,220
Townhouse in Platges de Fornells,Joan,No info,Es Mercadal,Entire townhouse,Entire home/apt,4,1,3,150
Condo in Los Delfines,Yasmina,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,2,1,1,49
Villa in Ferreries,Menorca Habitat,No info,Ferreries,Entire villa,Entire home/apt,8,3,7,151
Rental unit in Coves Noves,Peter,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,95
Home in Cap d'en Font,My Mad Madrid,No info,Sant Lluis,Entire home,Entire home/apt,10,3,8,590
Home in Sant Lluis,Daniel,No info,Sant Lluis,Entire home,Entire home/apt,9,3,7,221
Rental unit in Cala en Bosc,Minorice,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,2,1,1,400
Rental unit in Cala en Porter,Pina,No info,Alaior,Entire rental unit,Entire home/apt,5,1,4,219
Home in San Jaime Mediterraneo,Montse,No info,Alaior,Entire home,Entire home/apt,7,3,7,371
Home in Ciutadella de Menorca,Rev-Pave Sl,No info,Ciutadella de Menorca,Entire home,Entire home/apt,4,1,3,300
Home in Son Blanc,MauterVillas,No info,Ciutadella de Menorca,Entire home,Entire home/apt,6,3,5,180
Rental unit in Ciutadella de Menorca,MauterVillas,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,2,3,50
Home in Fornells,Clara,No info,Es Mercadal,Entire home,Entire home/apt,8,3,5,275
Villa in Sant Jaume,Villa Plus,No info,Alaior,Entire villa,Entire home/apt,4,1,3,286
Villa in Cala en Porter,Lesley,No info,Alaior,Entire villa,Entire home/apt,10,2,8,346
Home in Cap d'Artrutx,Guillem,No info,Ciutadella de Menorca,Entire home,Entire home/apt,6,1,5,150
Rental unit in Mao,Melani,No info,Mahon,Private room in rental unit,Private room,2,1,1,55
Home in Son Xoriguer,Marti,No info,Ciutadella de Menorca,Entire home,Entire home/apt,6,2,4,350
Rental unit in Ciutadella de Menorca,Romina,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,5,1,3,150
Home in Menorca,Familia,No info,Ciutadella de Menorca,Entire home,Entire home/apt,4,2,3,70
Townhouse in Son Xoriguer,Vanessa,No info,Ciutadella de Menorca,Entire townhouse,Entire home/apt,4,1,3,300
Rental unit in Son Carrio,Juan Diego,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,5,1,4,179
Home in Ciutadella de Menorca,MauterVillas,No info,Ciutadella de Menorca,Entire home,Entire home/apt,4,1,3,138
Home in Cap d'Artrutx,Gloria,No info,Ciutadella de Menorca,Entire home,Entire home/apt,4,1,3,140
Boutique Hotel in Es Castell,Pardela,No info,Es Castell,Room in boutique Hotel,Private room,2,1,1,63
Villa in Cap d'en Font,Marta,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,5,450
Rental unit in Cala en Porter,Javier,No info,Alaior,Entire rental unit,Entire home/apt,6,1,4,86
Rental unit in Illes Balears,Apartamentos Suri,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,3,1,4,72
Rental unit in Son Blanc,Alexandre,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,115
Home in Son Carrio,Pablo,No info,Ciutadella de Menorca,Entire home,Entire home/apt,5,2,4,257
Rental unit in Son Carrio,Pablo,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,5,1,4,43
Camper/RV in Mao,Sofia,No info,Mahon,Camper/RV,Entire home/apt,2,1,1,79
Chalet in Binibequer,Eva,No info,Sant Lluis,Entire chalet,Entire home/apt,8,3,6,250
Rental unit in Ciutadella de Menorca,Pablo,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,2,60
Vacation home in Torre del Ram,Stefan,No info,Ciutadella de Menorca,Entire vacation home,Entire home/apt,6,2,5,263
Villa in Ciudadela de Menorca,Carolina,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,5,90
Condo in Alaior,Patrizia,No info,Alaior,Entire condo,Entire home/apt,4,1,3,80
Villa in Sant Lluis,Pedro Luis,No info,Sant Lluis,Entire villa,Entire home/apt,8,3,7,350
Villa in Es Mercadal,Barber Coll,No info,Es Mercadal,Entire villa,Entire home/apt,6,2,4,240
Villa in Cala Blanca,World2Meet,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,5,90
Villa in Son Blanc,Joan,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,4,1,3,65
Rental unit in Son Carrio,Cocoislander SLU,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,100
Condo in Cap d'Artrutx,Ester,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,2,90
Rental unit in Son Parc,Victoria,No info,Es Mercadal,Entire rental unit,Entire home/apt,6,2,4,250
Rental unit in Sa Mesquida,3Villas,No info,Mahon,Entire rental unit,Entire home/apt,4,2,3,600
Rental unit in Son Parc,Elsa,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,2,3,100
Rental unit in Cala'n Bosch,Ana,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,55
Villa in Cap d'Artrutx,World2Meet,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,5,121
Villa in Son Parc,3Villas,No info,Es Mercadal,Entire villa,Entire home/apt,10,3,8,1200
Rental unit in Ciutadella de Menorca,Apartamentos,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,3,1,1,50
